ProductionLogID,ProductionOrderID,MachineID,OperatorID,LogDate,ShiftStartTime,ShiftEndTime,UnitsProduced,UnitsScrapped,DowntimeMinutes,Notes
1429,225,32,76,2025-01-31,2025-01-31 22:00:00,2025-02-01 06:00:00,144.27,4.16,112,Quality hold pending inspection.
1430,376,20,17,2023-05-15,2023-05-15 14:00:00,2023-05-15 22:00:00,79.26,1.07,14,
1431,483,8,54,2024-01-22,2024-01-22 22:00:00,2024-01-23 06:00:00,74.71,0.01,187,Material shortage caused brief stoppage.
1432,365,22,73,2024-12-15,2024-12-15 22:00:00,2024-12-16 06:00:00,80.77,2.04,6,
1433,438,20,75,2023-06-24,2023-06-24 06:00:00,2023-06-24 14:00:00,45.57,0.14,14,Material shortage caused brief stoppage.
1434,335,3,42,2024-06-06,2024-06-06 22:00:00,2024-06-07 06:00:00,99.85,0.58,15,Minor tooling adjustment required.
1435,444,18,73,2025-08-28,2025-08-28 22:00:00,2025-08-29 06:00:00,73.94,0.1,5,
1436,142,8,9,2023-09-15,2023-09-15 14:00:00,2023-09-15 22:00:00,43.96,0.67,15,Material shortage caused brief stoppage.
1437,58,1,71,2024-06-09,2024-06-09 06:00:00,2024-06-09 14:00:00,65.4,1.53,10,Quality hold pending inspection.
1438,417,2,45,2024-01-10,2024-01-10 14:00:00,2024-01-10 22:00:00,112.94,0.9,18,Material shortage caused brief stoppage.
1439,231,13,76,2024-12-02,2024-12-02 14:00:00,2024-12-02 22:00:00,97.65,0.5,1,
1440,446,25,55,2023-11-29,2023-11-29 22:00:00,2023-11-30 06:00:00,117.0,2.32,19,Unscheduled machine downtime.
1441,393,33,10,2024-09-18,2024-09-18 22:00:00,2024-09-19 06:00:00,116.41,0.19,11,Minor tooling adjustment required.
1442,393,13,75,2024-09-06,2024-09-06 06:00:00,2024-09-06 14:00:00,78.56,7.99,5,Material shortage caused brief stoppage.
1443,254,7,24,2025-06-24,2025-06-24 22:00:00,2025-06-25 06:00:00,92.71,1.5,12,Unscheduled machine downtime.
1444,424,3,64,2025-01-05,2025-01-05 14:00:00,2025-01-05 22:00:00,107.57,16.89,189,Unscheduled machine downtime.
1445,49,32,54,2024-08-23,2024-08-23 22:00:00,2024-08-24 06:00:00,31.27,0.58,8,Quality hold pending inspection.
1446,159,35,52,2024-09-09,2024-09-09 06:00:00,2024-09-09 14:00:00,77.17,0.45,136,Quality hold pending inspection.
1447,129,2,59,2023-08-31,2023-08-31 14:00:00,2023-08-31 22:00:00,140.01,0.88,5,Minor tooling adjustment required.
1448,390,24,6,2024-10-08,2024-10-08 22:00:00,2024-10-09 06:00:00,32.12,0.04,12,Material shortage caused brief stoppage.
1449,460,9,44,2023-08-26,2023-08-26 22:00:00,2023-08-27 06:00:00,106.93,0.73,14,Unscheduled machine downtime.
1450,198,12,70,2024-07-30,2024-07-30 06:00:00,2024-07-30 14:00:00,55.62,0.25,8,
1451,389,34,20,2025-06-27,2025-06-27 06:00:00,2025-06-27 14:00:00,35.87,0.3,18,Quality hold pending inspection.
1452,375,29,38,2024-12-30,2024-12-30 06:00:00,2024-12-30 14:00:00,117.85,2.82,2,
1453,194,35,68,2025-07-03,2025-07-03 06:00:00,2025-07-03 14:00:00,133.82,1.21,17,Quality hold pending inspection.
1454,18,6,53,2023-06-07,2023-06-07 14:00:00,2023-06-07 22:00:00,66.27,1.27,5,
1455,247,10,62,2025-09-10,2025-09-10 06:00:00,2025-09-10 14:00:00,90.54,0.27,13,Unscheduled machine downtime.
1456,329,17,25,2023-07-09,2023-07-09 22:00:00,2023-07-10 06:00:00,83.9,0.87,1,
1457,380,2,5,2024-11-03,2024-11-03 06:00:00,2024-11-03 14:00:00,96.86,1.94,7,Material shortage caused brief stoppage.
1458,344,28,1,2024-08-12,2024-08-12 14:00:00,2024-08-12 22:00:00,80.77,2.41,14,Quality hold pending inspection.
1459,173,17,24,2025-05-26,2025-05-26 14:00:00,2025-05-26 22:00:00,35.65,0.8,1,
1460,109,1,54,2025-11-21,2025-11-21 14:00:00,2025-11-21 22:00:00,85.54,0.67,18,Material shortage caused brief stoppage.
1461,99,9,75,2025-03-04,2025-03-04 14:00:00,2025-03-04 22:00:00,115.06,1.97,65,Operator changeover mid-shift.
1462,297,11,14,2025-12-12,2025-12-12 06:00:00,2025-12-12 14:00:00,143.21,1.28,2,Unscheduled machine downtime.
1463,67,24,74,2025-05-11,2025-05-11 22:00:00,2025-05-12 06:00:00,56.95,0.1,7,Operator changeover mid-shift.
1464,41,3,66,2025-11-11,2025-11-11 14:00:00,2025-11-11 22:00:00,21.05,3.37,7,Unscheduled machine downtime.
1465,418,8,72,2024-03-31,2024-03-31 22:00:00,2024-04-01 06:00:00,70.86,1.62,14,
1466,222,1,76,2023-03-22,2023-03-22 22:00:00,2023-03-23 06:00:00,130.31,1.61,232,Material shortage caused brief stoppage.
1467,44,20,62,2024-01-29,2024-01-29 14:00:00,2024-01-29 22:00:00,101.69,1.81,14,
1468,153,3,26,2024-02-14,2024-02-14 06:00:00,2024-02-14 14:00:00,20.27,0.48,17,Material shortage caused brief stoppage.
1469,174,19,1,2025-05-09,2025-05-09 22:00:00,2025-05-10 06:00:00,26.51,1.82,195,Material shortage caused brief stoppage.
1470,99,19,32,2025-02-09,2025-02-09 22:00:00,2025-02-10 06:00:00,102.17,2.83,217,Operator changeover mid-shift.
1471,443,19,64,2023-02-14,2023-02-14 22:00:00,2023-02-15 06:00:00,135.73,1.24,1,
1472,171,7,75,2025-05-01,2025-05-01 14:00:00,2025-05-01 22:00:00,113.08,2.23,13,Operator changeover mid-shift.
1473,61,3,56,2023-03-19,2023-03-19 22:00:00,2023-03-20 06:00:00,36.89,0.06,183,Unscheduled machine downtime.
1474,247,8,29,2025-09-10,2025-09-10 14:00:00,2025-09-10 22:00:00,7.85,0.18,19,
1475,382,33,62,2023-02-11,2023-02-11 06:00:00,2023-02-11 14:00:00,84.91,1.53,0,Unscheduled machine downtime.
1476,82,18,40,2025-11-14,2025-11-14 06:00:00,2025-11-14 14:00:00,149.49,2.57,16,
1477,431,13,48,2025-07-18,2025-07-18 14:00:00,2025-07-18 22:00:00,102.61,0.36,11,
1478,256,8,71,2025-03-28,2025-03-28 06:00:00,2025-03-28 14:00:00,126.13,1.88,4,
1479,74,8,57,2025-02-22,2025-02-22 06:00:00,2025-02-22 14:00:00,75.46,0.87,5,
1480,119,14,17,2024-01-31,2024-01-31 06:00:00,2024-01-31 14:00:00,129.09,1.89,188,
1481,11,22,78,2025-01-04,2025-01-04 06:00:00,2025-01-04 14:00:00,108.41,1.35,205,Material shortage caused brief stoppage.
1482,474,31,33,2023-02-01,2023-02-01 22:00:00,2023-02-02 06:00:00,133.76,3.72,1,Unscheduled machine downtime.
1483,16,27,57,2023-08-28,2023-08-28 14:00:00,2023-08-28 22:00:00,42.14,1.16,18,
1484,189,13,51,2025-07-09,2025-07-09 14:00:00,2025-07-09 22:00:00,141.3,1.32,11,Material shortage caused brief stoppage.
1485,58,12,24,2024-06-11,2024-06-11 06:00:00,2024-06-11 14:00:00,132.09,2.59,15,Operator changeover mid-shift.
1486,310,1,80,2023-03-07,2023-03-07 06:00:00,2023-03-07 14:00:00,72.82,12.74,2,Material shortage caused brief stoppage.
1487,261,26,11,2024-04-04,2024-04-04 22:00:00,2024-04-05 06:00:00,56.15,7.07,15,
1488,77,14,73,2023-10-14,2023-10-14 06:00:00,2023-10-14 14:00:00,20.03,0.33,8,Material shortage caused brief stoppage.
1489,99,7,10,2025-02-23,2025-02-23 06:00:00,2025-02-23 14:00:00,112.75,1.51,6,Minor tooling adjustment required.
1490,324,22,11,2024-01-05,2024-01-05 06:00:00,2024-01-05 14:00:00,125.67,0.82,59,Quality hold pending inspection.
1491,161,31,22,2025-07-29,2025-07-29 06:00:00,2025-07-29 14:00:00,110.04,8.61,3,
1492,133,35,13,2024-12-11,2024-12-11 14:00:00,2024-12-11 22:00:00,118.11,1.67,202,
1493,28,9,77,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,51.64,9.52,1,
1494,170,16,23,2025-03-11,2025-03-11 14:00:00,2025-03-11 22:00:00,50.12,0.39,18,
1495,473,18,47,2023-03-29,2023-03-29 14:00:00,2023-03-29 22:00:00,101.76,15.8,7,Operator changeover mid-shift.
1496,437,28,28,2024-09-15,2024-09-15 22:00:00,2024-09-16 06:00:00,131.69,17.92,0,
1497,159,32,1,2024-09-25,2024-09-25 22:00:00,2024-09-26 06:00:00,16.46,0.42,11,Material shortage caused brief stoppage.
1498,381,7,47,2023-02-06,2023-02-06 06:00:00,2023-02-06 14:00:00,49.44,0.59,17,
1499,215,22,41,2024-07-11,2024-07-11 22:00:00,2024-07-12 06:00:00,45.54,2.55,1,Minor tooling adjustment required.
1500,313,35,13,2023-07-15,2023-07-15 06:00:00,2023-07-15 14:00:00,26.1,0.04,3,
1501,348,26,33,2025-08-10,2025-08-10 14:00:00,2025-08-10 22:00:00,137.76,2.91,89,
1502,231,4,64,2024-12-12,2024-12-12 22:00:00,2024-12-13 06:00:00,142.97,3.2,6,
1503,407,2,74,2024-07-17,2024-07-17 06:00:00,2024-07-17 14:00:00,50.01,0.62,5,Minor tooling adjustment required.
1504,317,12,68,2023-09-02,2023-09-02 06:00:00,2023-09-02 14:00:00,41.89,0.5,17,
1505,62,9,16,2023-11-28,2023-11-28 06:00:00,2023-11-28 14:00:00,108.32,0.37,18,Unscheduled machine downtime.
1506,476,34,40,2025-03-05,2025-03-05 14:00:00,2025-03-05 22:00:00,77.77,0.82,217,
1507,235,16,17,2023-09-22,2023-09-22 06:00:00,2023-09-22 14:00:00,15.43,1.34,1,
1508,170,29,58,2025-03-12,2025-03-12 06:00:00,2025-03-12 14:00:00,123.41,2.58,10,
1509,264,20,14,2023-05-18,2023-05-18 14:00:00,2023-05-18 22:00:00,120.5,1.55,2,Quality hold pending inspection.
1510,357,2,28,2024-12-07,2024-12-07 06:00:00,2024-12-07 14:00:00,119.5,3.0,0,Operator changeover mid-shift.
1511,7,19,75,2025-03-02,2025-03-02 06:00:00,2025-03-02 14:00:00,70.8,2.12,15,Quality hold pending inspection.
1512,20,34,34,2023-03-27,2023-03-27 14:00:00,2023-03-27 22:00:00,11.47,0.29,41,Material shortage caused brief stoppage.
1513,192,27,60,2025-10-09,2025-10-09 22:00:00,2025-10-10 06:00:00,9.15,0.23,7,Operator changeover mid-shift.
1514,347,19,16,2024-03-11,2024-03-11 22:00:00,2024-03-12 06:00:00,27.68,0.73,210,Minor tooling adjustment required.
1515,346,12,80,2023-01-28,2023-01-28 22:00:00,2023-01-29 06:00:00,60.57,1.58,31,Minor tooling adjustment required.
1516,96,20,64,2023-01-13,2023-01-13 06:00:00,2023-01-13 14:00:00,78.41,0.43,231,
1517,422,23,4,2023-07-14,2023-07-14 06:00:00,2023-07-14 14:00:00,93.52,0.54,216,Operator changeover mid-shift.
1518,225,26,27,2025-01-02,2025-01-02 14:00:00,2025-01-02 22:00:00,138.93,1.85,12,Operator changeover mid-shift.
1519,273,34,68,2024-08-14,2024-08-14 14:00:00,2024-08-14 22:00:00,146.63,3.7,4,
1520,407,32,27,2024-07-10,2024-07-10 22:00:00,2024-07-11 06:00:00,73.57,1.41,8,Material shortage caused brief stoppage.
1521,274,4,36,2025-04-28,2025-04-28 22:00:00,2025-04-29 06:00:00,27.04,3.1,8,Unscheduled machine downtime.
1522,6,14,17,2023-09-26,2023-09-26 14:00:00,2023-09-26 22:00:00,79.52,15.65,19,Operator changeover mid-shift.
1523,325,23,54,2023-12-12,2023-12-12 06:00:00,2023-12-12 14:00:00,43.36,0.95,16,
1524,351,29,19,2025-08-17,2025-08-17 22:00:00,2025-08-18 06:00:00,127.81,13.36,12,
1525,438,2,75,2023-06-28,2023-06-28 14:00:00,2023-06-28 22:00:00,73.73,2.12,8,
1526,487,35,67,2023-03-29,2023-03-29 06:00:00,2023-03-29 14:00:00,11.59,0.19,3,Material shortage caused brief stoppage.
1527,499,14,12,2023-11-27,2023-11-27 22:00:00,2023-11-28 06:00:00,40.89,0.19,3,Operator changeover mid-shift.
1528,4,3,80,2025-03-18,2025-03-18 14:00:00,2025-03-18 22:00:00,140.65,2.23,83,
1529,97,30,22,2025-03-18,2025-03-18 14:00:00,2025-03-18 22:00:00,140.3,9.75,14,Operator changeover mid-shift.
1530,377,33,59,2024-06-13,2024-06-13 06:00:00,2024-06-13 14:00:00,129.67,2.27,10,Unscheduled machine downtime.
1531,28,15,19,2025-11-05,2025-11-05 14:00:00,2025-11-05 22:00:00,100.05,2.92,75,
1532,423,24,66,2023-05-09,2023-05-09 22:00:00,2023-05-10 06:00:00,100.42,2.2,16,
1533,72,26,80,2024-11-07,2024-11-07 14:00:00,2024-11-07 22:00:00,73.38,2.16,15,Unscheduled machine downtime.
1534,263,31,20,2024-06-15,2024-06-15 22:00:00,2024-06-16 06:00:00,46.17,0.93,12,Unscheduled machine downtime.
1535,53,27,56,2024-07-30,2024-07-30 22:00:00,2024-07-31 06:00:00,36.55,0.01,2,Material shortage caused brief stoppage.
1536,45,21,48,2024-02-05,2024-02-05 22:00:00,2024-02-06 06:00:00,35.67,3.4,15,
1537,478,24,42,2024-03-29,2024-03-29 22:00:00,2024-03-30 06:00:00,124.98,2.83,8,Minor tooling adjustment required.
1538,307,23,26,2023-09-10,2023-09-10 14:00:00,2023-09-10 22:00:00,90.87,1.7,116,Material shortage caused brief stoppage.
1539,178,24,22,2023-09-11,2023-09-11 22:00:00,2023-09-12 06:00:00,145.53,2.49,6,
1540,151,5,11,2024-05-21,2024-05-21 06:00:00,2024-05-21 14:00:00,85.27,0.89,15,
1541,498,30,73,2024-08-25,2024-08-25 14:00:00,2024-08-25 22:00:00,35.61,0.2,4,Material shortage caused brief stoppage.
1542,95,16,36,2023-09-27,2023-09-27 22:00:00,2023-09-28 06:00:00,125.65,3.48,111,
1543,126,27,22,2023-02-26,2023-02-26 06:00:00,2023-02-26 14:00:00,11.2,0.33,76,Minor tooling adjustment required.
1544,193,23,53,2024-12-10,2024-12-10 22:00:00,2024-12-11 06:00:00,93.63,0.47,6,Unscheduled machine downtime.
1545,367,27,1,2024-10-11,2024-10-11 22:00:00,2024-10-12 06:00:00,23.96,0.59,10,Minor tooling adjustment required.
1546,179,32,25,2025-10-02,2025-10-02 06:00:00,2025-10-02 14:00:00,42.1,0.65,15,Operator changeover mid-shift.
1547,414,31,51,2025-02-06,2025-02-06 06:00:00,2025-02-06 14:00:00,75.99,6.47,11,Unscheduled machine downtime.
1548,240,29,77,2023-07-31,2023-07-31 14:00:00,2023-07-31 22:00:00,64.04,1.56,8,Material shortage caused brief stoppage.
1549,298,4,25,2025-09-10,2025-09-10 06:00:00,2025-09-10 14:00:00,65.26,10.06,13,
1550,189,25,49,2025-07-20,2025-07-20 22:00:00,2025-07-21 06:00:00,27.56,0.69,14,Minor tooling adjustment required.
1551,248,27,73,2024-04-01,2024-04-01 06:00:00,2024-04-01 14:00:00,6.69,0.06,5,Quality hold pending inspection.
1552,15,28,54,2024-06-17,2024-06-17 06:00:00,2024-06-17 14:00:00,130.09,25.79,5,Quality hold pending inspection.
1553,57,14,71,2024-04-08,2024-04-08 14:00:00,2024-04-08 22:00:00,124.03,3.67,7,
1554,111,32,13,2024-09-08,2024-09-08 22:00:00,2024-09-09 06:00:00,79.01,2.16,16,Minor tooling adjustment required.
1555,447,31,10,2025-09-06,2025-09-06 06:00:00,2025-09-06 14:00:00,57.58,7.47,7,Unscheduled machine downtime.
1556,46,10,56,2025-01-31,2025-01-31 06:00:00,2025-01-31 14:00:00,141.22,3.54,1,
1557,48,13,54,2023-08-20,2023-08-20 22:00:00,2023-08-21 06:00:00,88.48,14.39,8,Minor tooling adjustment required.
1558,255,31,39,2024-06-12,2024-06-12 06:00:00,2024-06-12 14:00:00,22.02,0.36,18,
1559,25,4,5,2025-05-31,2025-05-31 14:00:00,2025-05-31 22:00:00,25.34,0.4,2,
1560,53,20,10,2024-07-26,2024-07-26 06:00:00,2024-07-26 14:00:00,108.94,0.7,0,Operator changeover mid-shift.
1561,330,30,80,2024-01-02,2024-01-02 14:00:00,2024-01-02 22:00:00,142.1,18.37,1,Operator changeover mid-shift.
1562,444,17,70,2025-08-29,2025-08-29 06:00:00,2025-08-29 14:00:00,80.11,0.42,3,Minor tooling adjustment required.
1563,68,29,34,2025-08-05,2025-08-05 06:00:00,2025-08-05 14:00:00,132.02,2.11,10,Material shortage caused brief stoppage.
1564,350,17,15,2025-04-29,2025-04-29 22:00:00,2025-04-30 06:00:00,135.03,1.79,4,Unscheduled machine downtime.
1565,74,7,39,2025-03-12,2025-03-12 06:00:00,2025-03-12 14:00:00,113.46,2.02,16,Quality hold pending inspection.
1566,192,34,67,2025-10-17,2025-10-17 22:00:00,2025-10-18 06:00:00,29.65,0.56,2,
1567,407,20,63,2024-07-15,2024-07-15 14:00:00,2024-07-15 22:00:00,73.73,0.01,10,Minor tooling adjustment required.
1568,264,28,80,2023-05-11,2023-05-11 14:00:00,2023-05-11 22:00:00,72.27,0.53,17,Material shortage caused brief stoppage.
1569,250,19,36,2024-03-26,2024-03-26 06:00:00,2024-03-26 14:00:00,15.65,0.23,2,Unscheduled machine downtime.
1570,196,10,46,2023-03-09,2023-03-09 14:00:00,2023-03-09 22:00:00,44.51,0.41,18,Unscheduled machine downtime.
1571,127,28,41,2023-11-30,2023-11-30 22:00:00,2023-12-01 06:00:00,66.03,0.77,211,Unscheduled machine downtime.
1572,161,12,25,2025-07-26,2025-07-26 14:00:00,2025-07-26 22:00:00,61.58,1.66,147,Minor tooling adjustment required.
1573,266,9,41,2025-08-12,2025-08-12 22:00:00,2025-08-13 06:00:00,102.86,0.67,0,
1574,215,8,30,2024-07-16,2024-07-16 22:00:00,2024-07-17 06:00:00,16.71,0.07,0,
1575,214,7,24,2023-08-22,2023-08-22 06:00:00,2023-08-22 14:00:00,8.82,0.26,62,
1576,467,16,33,2025-02-05,2025-02-05 06:00:00,2025-02-05 14:00:00,11.51,0.04,15,
1577,99,3,64,2025-03-08,2025-03-08 22:00:00,2025-03-09 06:00:00,68.86,0.31,83,
1578,441,23,12,2024-01-16,2024-01-16 06:00:00,2024-01-16 14:00:00,42.05,0.75,97,Unscheduled machine downtime.
1579,81,25,24,2025-09-23,2025-09-23 22:00:00,2025-09-24 06:00:00,87.58,1.19,9,
1580,445,1,65,2025-08-14,2025-08-14 06:00:00,2025-08-14 14:00:00,97.93,2.08,3,Quality hold pending inspection.
1581,474,13,23,2023-02-11,2023-02-11 06:00:00,2023-02-11 14:00:00,90.93,1.25,14,
1582,49,35,23,2024-09-16,2024-09-16 06:00:00,2024-09-16 14:00:00,94.16,2.04,3,Quality hold pending inspection.
1583,311,4,48,2025-02-09,2025-02-09 14:00:00,2025-02-09 22:00:00,115.91,3.41,0,
1584,252,34,50,2025-03-31,2025-03-31 14:00:00,2025-03-31 22:00:00,148.66,9.42,13,Unscheduled machine downtime.
1585,363,35,75,2025-07-07,2025-07-07 22:00:00,2025-07-08 06:00:00,115.75,0.57,10,
1586,345,34,24,2023-03-09,2023-03-09 14:00:00,2023-03-09 22:00:00,72.41,1.2,0,Material shortage caused brief stoppage.
1587,390,1,25,2024-11-15,2024-11-15 14:00:00,2024-11-15 22:00:00,96.69,16.36,8,
1588,221,31,31,2023-07-28,2023-07-28 06:00:00,2023-07-28 14:00:00,91.61,0.33,10,Minor tooling adjustment required.
1589,178,35,42,2023-09-26,2023-09-26 22:00:00,2023-09-27 06:00:00,117.12,1.54,113,Quality hold pending inspection.
1590,472,5,17,2025-05-28,2025-05-28 14:00:00,2025-05-28 22:00:00,124.68,2.68,4,
1591,369,32,54,2023-07-27,2023-07-27 06:00:00,2023-07-27 14:00:00,62.6,4.96,13,Material shortage caused brief stoppage.
1592,268,10,34,2024-10-24,2024-10-24 22:00:00,2024-10-25 06:00:00,148.58,3.39,162,
1593,431,9,3,2025-07-03,2025-07-03 14:00:00,2025-07-03 22:00:00,74.97,0.98,0,Quality hold pending inspection.
1594,48,6,45,2023-09-01,2023-09-01 06:00:00,2023-09-01 14:00:00,122.25,1.28,178,Operator changeover mid-shift.
1595,114,34,6,2025-08-03,2025-08-03 06:00:00,2025-08-03 14:00:00,77.8,4.85,3,Quality hold pending inspection.
1596,179,25,36,2025-10-12,2025-10-12 14:00:00,2025-10-12 22:00:00,113.16,2.46,14,Material shortage caused brief stoppage.
1597,318,10,74,2024-03-03,2024-03-03 06:00:00,2024-03-03 14:00:00,136.48,18.31,14,Minor tooling adjustment required.
1598,97,20,21,2025-03-18,2025-03-18 14:00:00,2025-03-18 22:00:00,45.85,8.96,2,Minor tooling adjustment required.
1599,77,6,6,2023-10-14,2023-10-14 06:00:00,2023-10-14 14:00:00,65.39,1.42,125,Material shortage caused brief stoppage.
1600,294,35,7,2025-06-03,2025-06-03 22:00:00,2025-06-04 06:00:00,90.15,1.73,19,Operator changeover mid-shift.
1601,290,27,26,2025-04-06,2025-04-06 06:00:00,2025-04-06 14:00:00,123.47,3.49,6,Quality hold pending inspection.
1602,71,14,56,2024-12-14,2024-12-14 22:00:00,2024-12-15 06:00:00,39.55,0.31,223,Operator changeover mid-shift.
1603,391,8,48,2025-06-01,2025-06-01 22:00:00,2025-06-02 06:00:00,44.02,5.87,0,
1604,377,18,76,2024-06-24,2024-06-24 06:00:00,2024-06-24 14:00:00,48.57,0.23,0,Operator changeover mid-shift.
1605,126,25,77,2023-03-14,2023-03-14 14:00:00,2023-03-14 22:00:00,126.25,3.18,14,Quality hold pending inspection.
1606,49,6,59,2024-08-28,2024-08-28 22:00:00,2024-08-29 06:00:00,119.23,20.11,15,Unscheduled machine downtime.
1607,189,16,28,2025-07-15,2025-07-15 06:00:00,2025-07-15 14:00:00,93.6,1.0,16,
1608,264,5,9,2023-05-04,2023-05-04 22:00:00,2023-05-05 06:00:00,142.95,0.14,12,Minor tooling adjustment required.
1609,16,22,71,2023-08-19,2023-08-19 06:00:00,2023-08-19 14:00:00,14.73,0.39,2,
1610,56,17,29,2025-09-27,2025-09-27 14:00:00,2025-09-27 22:00:00,120.8,8.78,19,Material shortage caused brief stoppage.
1611,388,9,33,2024-11-26,2024-11-26 22:00:00,2024-11-27 06:00:00,32.11,0.27,45,Material shortage caused brief stoppage.
1612,35,25,16,2025-11-24,2025-11-24 22:00:00,2025-11-25 06:00:00,11.84,0.28,0,Minor tooling adjustment required.
1613,458,25,49,2023-05-20,2023-05-20 14:00:00,2023-05-20 22:00:00,70.35,1.31,16,Minor tooling adjustment required.
1614,289,33,59,2024-07-15,2024-07-15 06:00:00,2024-07-15 14:00:00,95.8,14.17,6,Unscheduled machine downtime.
1615,223,8,73,2024-11-30,2024-11-30 14:00:00,2024-11-30 22:00:00,100.92,0.38,16,
1616,431,19,74,2025-07-04,2025-07-04 06:00:00,2025-07-04 14:00:00,44.54,0.85,11,
1617,152,10,62,2025-02-19,2025-02-19 06:00:00,2025-02-19 14:00:00,122.02,3.42,1,
1618,492,8,79,2024-04-27,2024-04-27 22:00:00,2024-04-28 06:00:00,89.47,0.84,12,Quality hold pending inspection.
1619,181,30,26,2025-02-02,2025-02-02 22:00:00,2025-02-03 06:00:00,149.0,23.77,0,Minor tooling adjustment required.
1620,284,23,39,2025-05-20,2025-05-20 14:00:00,2025-05-20 22:00:00,7.8,0.58,6,Unscheduled machine downtime.
1621,212,23,57,2025-04-22,2025-04-22 14:00:00,2025-04-22 22:00:00,28.37,0.29,150,Quality hold pending inspection.
1622,498,13,22,2024-08-16,2024-08-16 14:00:00,2024-08-16 22:00:00,82.1,2.1,16,
1623,327,25,58,2025-07-17,2025-07-17 22:00:00,2025-07-18 06:00:00,51.14,0.15,192,Minor tooling adjustment required.
1624,105,25,41,2023-03-28,2023-03-28 06:00:00,2023-03-28 14:00:00,105.25,2.26,122,Operator changeover mid-shift.
1625,351,11,7,2025-08-21,2025-08-21 14:00:00,2025-08-21 22:00:00,95.16,1.37,9,
1626,148,24,46,2025-11-09,2025-11-09 14:00:00,2025-11-09 22:00:00,14.18,0.0,15,
1627,168,35,19,2024-10-30,2024-10-30 22:00:00,2024-10-31 06:00:00,77.96,0.44,14,Quality hold pending inspection.
1628,119,4,24,2024-01-29,2024-01-29 14:00:00,2024-01-29 22:00:00,94.3,0.77,3,
1629,157,9,12,2023-09-16,2023-09-16 14:00:00,2023-09-16 22:00:00,17.76,0.15,7,
1630,113,9,20,2025-09-19,2025-09-19 14:00:00,2025-09-19 22:00:00,60.35,1.45,8,Material shortage caused brief stoppage.
1631,68,19,33,2025-08-13,2025-08-13 06:00:00,2025-08-13 14:00:00,103.44,1.29,12,
1632,319,8,23,2023-04-14,2023-04-14 14:00:00,2023-04-14 22:00:00,141.65,4.24,13,
1633,488,11,44,2023-04-07,2023-04-07 06:00:00,2023-04-07 14:00:00,72.91,13.84,4,Minor tooling adjustment required.
1634,343,31,20,2025-11-27,2025-11-27 06:00:00,2025-11-27 14:00:00,60.65,4.29,18,Minor tooling adjustment required.
1635,413,18,35,2025-07-18,2025-07-18 22:00:00,2025-07-19 06:00:00,23.39,0.01,15,Material shortage caused brief stoppage.
1636,143,7,26,2025-01-12,2025-01-12 14:00:00,2025-01-12 22:00:00,7.09,0.05,2,Quality hold pending inspection.
1637,446,35,58,2023-11-27,2023-11-27 22:00:00,2023-11-28 06:00:00,65.84,1.38,122,
1638,184,1,6,2025-09-25,2025-09-25 22:00:00,2025-09-26 06:00:00,34.43,0.89,9,Unscheduled machine downtime.
1639,240,10,74,2023-07-25,2023-07-25 14:00:00,2023-07-25 22:00:00,85.28,0.92,8,Material shortage caused brief stoppage.
1640,157,34,21,2023-09-19,2023-09-19 06:00:00,2023-09-19 14:00:00,109.36,2.14,38,Minor tooling adjustment required.
1641,101,9,12,2024-09-16,2024-09-16 22:00:00,2024-09-17 06:00:00,39.94,0.68,12,Unscheduled machine downtime.
1642,106,34,24,2023-12-11,2023-12-11 06:00:00,2023-12-11 14:00:00,85.02,1.98,11,Minor tooling adjustment required.
1643,125,6,65,2023-06-17,2023-06-17 06:00:00,2023-06-17 14:00:00,148.77,0.04,3,Operator changeover mid-shift.
