ProductionLogID,ProductionOrderID,MachineID,OperatorID,LogDate,ShiftStartTime,ShiftEndTime,UnitsProduced,UnitsScrapped,DowntimeMinutes,Notes,ProductionDurationHours,DowntimeFlag,MachineUtilizationRate,ScrapRate
1593,431,9,3,2025-07-03,2025-07-03 14:00:00,2025-07-03 22:00:00,14.8,0.2,16,Quality hold pending inspection.,8.0,0,0.9667,0.0133
1594,48,6,45,2023-09-01,2023-09-01 06:00:00,2023-09-01 14:00:00,123.12,15.51,14,Operator changeover mid-shift.,8.0,0,0.9708,0.1119
1595,114,34,6,2025-08-03,2025-08-03 06:00:00,2025-08-03 14:00:00,87.64,2.62,5,Quality hold pending inspection.,8.0,0,0.9896,0.029
1596,179,25,36,2025-10-12,2025-10-12 14:00:00,2025-10-12 22:00:00,95.78,1.78,15,Material shortage caused brief stoppage.,8.0,0,0.9688,0.0182
1597,318,10,74,2024-03-03,2024-03-03 06:00:00,2024-03-03 14:00:00,16.78,0.21,12,Minor tooling adjustment required.,8.0,0,0.975,0.0124
1598,97,20,21,2025-03-18,2025-03-18 14:00:00,2025-03-18 22:00:00,57.11,0.84,6,Minor tooling adjustment required.,8.0,0,0.9875,0.0145
1599,77,6,6,2023-10-14,2023-10-14 06:00:00,2023-10-14 14:00:00,114.74,2.75,16,Material shortage caused brief stoppage.,8.0,0,0.9667,0.0234
1600,294,35,7,2025-06-03,2025-06-03 22:00:00,2025-06-04 06:00:00,62.12,1.8,5,Operator changeover mid-shift.,8.0,0,0.9896,0.0282
1601,290,27,26,2025-04-06,2025-04-06 06:00:00,2025-04-06 14:00:00,31.06,0.58,4,Quality hold pending inspection.,8.0,0,0.9917,0.0183
1602,71,14,56,2024-12-14,2024-12-14 22:00:00,2024-12-15 06:00:00,85.73,0.42,8,Operator changeover mid-shift.,8.0,0,0.9833,0.0049
1603,391,8,48,2025-06-01,2025-06-01 22:00:00,2025-06-02 06:00:00,68.56,0.91,0,None,8.0,0,1.0,0.0131
1604,377,18,76,2024-06-24,2024-06-24 06:00:00,2024-06-24 14:00:00,144.27,4.16,112,Operator changeover mid-shift.,8.0,1,0.7667,0.028
1605,126,25,77,2023-03-14,2023-03-14 14:00:00,2023-03-14 22:00:00,79.26,1.07,14,Quality hold pending inspection.,8.0,0,0.9708,0.0133
1606,49,6,59,2024-08-28,2024-08-28 22:00:00,2024-08-29 06:00:00,74.71,0.01,187,Unscheduled machine downtime.,8.0,1,0.6104,0.0001
1607,189,16,28,2025-07-15,2025-07-15 06:00:00,2025-07-15 14:00:00,80.77,2.04,6,None,8.0,0,0.9875,0.0246
1608,264,5,9,2023-05-04,2023-05-04 22:00:00,2023-05-05 06:00:00,45.57,0.14,14,Minor tooling adjustment required.,8.0,0,0.9708,0.0031
1609,16,22,71,2023-08-19,2023-08-19 06:00:00,2023-08-19 14:00:00,99.85,0.58,15,None,8.0,0,0.9688,0.0058
1610,56,17,29,2025-09-27,2025-09-27 14:00:00,2025-09-27 22:00:00,73.94,0.1,5,Material shortage caused brief stoppage.,8.0,0,0.9896,0.0014
1611,388,9,33,2024-11-26,2024-11-26 22:00:00,2024-11-27 06:00:00,43.96,0.67,15,Material shortage caused brief stoppage.,8.0,0,0.9688,0.015
1612,35,25,16,2025-11-24,2025-11-24 22:00:00,2025-11-25 06:00:00,65.4,1.53,10,Minor tooling adjustment required.,8.0,0,0.9792,0.0229
1613,458,25,49,2023-05-20,2023-05-20 14:00:00,2023-05-20 22:00:00,112.94,0.9,18,Minor tooling adjustment required.,8.0,0,0.9625,0.0079
1614,289,33,59,2024-07-15,2024-07-15 06:00:00,2024-07-15 14:00:00,97.65,0.5,1,Unscheduled machine downtime.,8.0,0,0.9979,0.0051
1615,223,8,73,2024-11-30,2024-11-30 14:00:00,2024-11-30 22:00:00,117.0,2.32,19,None,8.0,0,0.9604,0.0194
1616,431,19,74,2025-07-04,2025-07-04 06:00:00,2025-07-04 14:00:00,116.41,0.19,11,None,8.0,0,0.9771,0.0016
1617,152,10,62,2025-02-19,2025-02-19 06:00:00,2025-02-19 14:00:00,78.56,7.99,5,None,8.0,0,0.9896,0.0923
1618,492,8,79,2024-04-27,2024-04-27 22:00:00,2024-04-28 06:00:00,92.71,1.5,12,Quality hold pending inspection.,8.0,0,0.975,0.0159
1619,181,30,26,2025-02-02,2025-02-02 22:00:00,2025-02-03 06:00:00,107.57,16.89,189,Minor tooling adjustment required.,8.0,1,0.6062,0.1357
1620,284,23,39,2025-05-20,2025-05-20 14:00:00,2025-05-20 22:00:00,31.27,0.58,8,Unscheduled machine downtime.,8.0,0,0.9833,0.0182
1621,212,23,57,2025-04-22,2025-04-22 14:00:00,2025-04-22 22:00:00,77.17,0.45,136,Quality hold pending inspection.,8.0,1,0.7167,0.0058
1622,498,13,22,2024-08-16,2024-08-16 14:00:00,2024-08-16 22:00:00,140.01,0.88,5,None,8.0,0,0.9896,0.0062
1623,327,25,58,2025-07-17,2025-07-17 22:00:00,2025-07-18 06:00:00,32.12,0.04,12,Minor tooling adjustment required.,8.0,0,0.975,0.0012
1624,105,25,41,2023-03-28,2023-03-28 06:00:00,2023-03-28 14:00:00,106.93,0.73,14,Operator changeover mid-shift.,8.0,0,0.9708,0.0068
1625,351,11,7,2025-08-21,2025-08-21 14:00:00,2025-08-21 22:00:00,55.62,0.25,8,None,8.0,0,0.9833,0.0045
1626,148,24,46,2025-11-09,2025-11-09 14:00:00,2025-11-09 22:00:00,35.87,0.3,18,None,8.0,0,0.9625,0.0083
1627,168,35,19,2024-10-30,2024-10-30 22:00:00,2024-10-31 06:00:00,117.85,2.82,2,Quality hold pending inspection.,8.0,0,0.9958,0.0234
1628,119,4,24,2024-01-29,2024-01-29 14:00:00,2024-01-29 22:00:00,133.82,1.21,17,None,8.0,0,0.9646,0.009
1629,157,9,12,2023-09-16,2023-09-16 14:00:00,2023-09-16 22:00:00,66.27,1.27,5,None,8.0,0,0.9896,0.0188
1630,113,9,20,2025-09-19,2025-09-19 14:00:00,2025-09-19 22:00:00,90.54,0.27,13,Material shortage caused brief stoppage.,8.0,0,0.9729,0.003
1631,68,19,33,2025-08-13,2025-08-13 06:00:00,2025-08-13 14:00:00,83.9,0.87,1,None,8.0,0,0.9979,0.0103
1632,319,8,23,2023-04-14,2023-04-14 14:00:00,2023-04-14 22:00:00,96.86,1.94,7,None,8.0,0,0.9854,0.0196
1633,488,11,44,2023-04-07,2023-04-07 06:00:00,2023-04-07 14:00:00,80.77,2.41,14,Minor tooling adjustment required.,8.0,0,0.9708,0.029
1634,343,31,20,2025-11-27,2025-11-27 06:00:00,2025-11-27 14:00:00,35.65,0.8,1,Minor tooling adjustment required.,8.0,0,0.9979,0.0219
1635,413,18,35,2025-07-18,2025-07-18 22:00:00,2025-07-19 06:00:00,85.54,0.67,18,Material shortage caused brief stoppage.,8.0,0,0.9625,0.0078
1636,143,7,26,2025-01-12,2025-01-12 14:00:00,2025-01-12 22:00:00,115.06,1.97,65,Quality hold pending inspection.,8.0,1,0.8646,0.0168
1637,446,35,58,2023-11-27,2023-11-27 22:00:00,2023-11-28 06:00:00,143.21,1.28,2,None,8.0,0,0.9958,0.0089
1638,184,1,6,2025-09-25,2025-09-25 22:00:00,2025-09-26 06:00:00,56.95,0.1,7,Unscheduled machine downtime.,8.0,0,0.9854,0.0018
1639,240,10,74,2023-07-25,2023-07-25 14:00:00,2023-07-25 22:00:00,21.05,3.37,7,Material shortage caused brief stoppage.,8.0,0,0.9854,0.138
1640,157,34,21,2023-09-19,2023-09-19 06:00:00,2023-09-19 14:00:00,70.86,1.62,14,Minor tooling adjustment required.,8.0,0,0.9708,0.0224
1641,101,9,12,2024-09-16,2024-09-16 22:00:00,2024-09-17 06:00:00,130.31,1.61,232,Unscheduled machine downtime.,8.0,1,0.5167,0.0122
1642,106,34,24,2023-12-11,2023-12-11 06:00:00,2023-12-11 14:00:00,101.69,1.81,14,Minor tooling adjustment required.,8.0,0,0.9708,0.0175
1643,125,6,65,2023-06-17,2023-06-17 06:00:00,2023-06-17 14:00:00,20.27,0.48,17,Operator changeover mid-shift.,8.0,0,0.9646,0.0231
1644,365,11,51,2024-12-04,2024-12-04 14:00:00,2024-12-04 22:00:00,26.51,1.82,195,Material shortage caused brief stoppage.,8.0,1,0.5938,0.0642
1645,180,33,6,2023-11-23,2023-11-23 06:00:00,2023-11-23 14:00:00,102.17,2.83,217,Quality hold pending inspection.,8.0,1,0.5479,0.027
1646,267,6,9,2025-08-05,2025-08-05 22:00:00,2025-08-06 06:00:00,135.73,1.24,1,Minor tooling adjustment required.,8.0,0,0.9979,0.0091
1647,336,20,63,2025-12-08,2025-12-08 22:00:00,2025-12-09 06:00:00,113.08,2.23,13,None,8.0,0,0.9729,0.0193
1648,158,32,34,2024-11-19,2024-11-19 06:00:00,2024-11-19 14:00:00,36.89,0.06,183,Minor tooling adjustment required.,8.0,1,0.6188,0.0016
1649,5,15,66,2023-10-06,2023-10-06 06:00:00,2023-10-06 14:00:00,7.85,0.18,19,None,8.0,0,0.9604,0.0224
1650,407,24,48,2024-07-24,2024-07-24 22:00:00,2024-07-25 06:00:00,84.91,1.53,0,Minor tooling adjustment required.,8.0,0,1.0,0.0177
1651,196,23,60,2023-03-06,2023-03-06 06:00:00,2023-03-06 14:00:00,149.49,2.57,16,Minor tooling adjustment required.,8.0,0,0.9667,0.0169
1652,234,35,44,2025-07-22,2025-07-22 06:00:00,2025-07-22 14:00:00,102.61,0.36,11,Quality hold pending inspection.,8.0,0,0.9771,0.0035
1653,227,1,27,2025-04-16,2025-04-16 14:00:00,2025-04-16 22:00:00,126.13,1.88,4,Minor tooling adjustment required.,8.0,0,0.9917,0.0147
1654,97,28,25,2025-03-20,2025-03-20 06:00:00,2025-03-20 14:00:00,75.46,0.87,5,Unscheduled machine downtime.,8.0,0,0.9896,0.0114
1655,296,2,50,2025-08-09,2025-08-09 22:00:00,2025-08-10 06:00:00,129.09,1.89,188,Quality hold pending inspection.,8.0,1,0.6083,0.0144
1656,328,15,13,2023-04-24,2023-04-24 06:00:00,2023-04-24 14:00:00,108.41,1.35,205,Quality hold pending inspection.,8.0,1,0.5729,0.0123
1657,394,7,3,2024-07-17,2024-07-17 22:00:00,2024-07-18 06:00:00,133.76,3.72,1,Unscheduled machine downtime.,8.0,0,0.9979,0.0271
1658,126,28,23,2023-03-06,2023-03-06 06:00:00,2023-03-06 14:00:00,42.14,1.16,18,None,8.0,0,0.9625,0.0268
1659,487,9,21,2023-04-10,2023-04-10 14:00:00,2023-04-10 22:00:00,141.3,1.32,11,None,8.0,0,0.9771,0.0093
1660,407,34,54,2024-07-10,2024-07-10 22:00:00,2024-07-11 06:00:00,132.09,2.59,15,Material shortage caused brief stoppage.,8.0,0,0.9688,0.0192
1661,377,13,30,2024-06-17,2024-06-17 06:00:00,2024-06-17 14:00:00,72.82,12.74,2,Material shortage caused brief stoppage.,8.0,0,0.9958,0.1489
1662,44,7,49,2024-01-25,2024-01-25 06:00:00,2024-01-25 14:00:00,56.15,7.07,15,Operator changeover mid-shift.,8.0,0,0.9688,0.1118
1663,458,12,42,2023-05-11,2023-05-11 14:00:00,2023-05-11 22:00:00,20.03,0.33,8,Minor tooling adjustment required.,8.0,0,0.9833,0.0162
1664,214,14,67,2023-08-28,2023-08-28 06:00:00,2023-08-28 14:00:00,112.75,1.51,6,None,8.0,0,0.9875,0.0132
1665,479,33,58,2025-07-07,2025-07-07 14:00:00,2025-07-07 22:00:00,125.67,0.82,59,Operator changeover mid-shift.,8.0,1,0.8771,0.0065
1666,256,5,10,2025-04-11,2025-04-11 14:00:00,2025-04-11 22:00:00,110.04,8.61,3,None,8.0,0,0.9938,0.0726
1667,446,16,26,2023-12-03,2023-12-03 06:00:00,2023-12-03 14:00:00,118.11,1.67,202,None,8.0,1,0.5792,0.0139
1668,6,26,24,2023-09-27,2023-09-27 14:00:00,2023-09-27 22:00:00,51.64,9.52,1,Unscheduled machine downtime.,8.0,0,0.9979,0.1557
1669,436,25,78,2023-03-02,2023-03-02 06:00:00,2023-03-02 14:00:00,50.12,0.39,18,Unscheduled machine downtime.,8.0,0,0.9625,0.0077
1670,221,21,73,2023-08-04,2023-08-04 06:00:00,2023-08-04 14:00:00,101.76,15.8,7,None,8.0,0,0.9854,0.1344
1671,462,5,46,2024-02-24,2024-02-24 22:00:00,2024-02-25 06:00:00,131.69,17.92,0,None,8.0,0,1.0,0.1198
1672,404,2,2,2025-04-15,2025-04-15 06:00:00,2025-04-15 14:00:00,16.46,0.42,11,Minor tooling adjustment required.,8.0,0,0.9771,0.0249
1673,411,30,42,2024-02-04,2024-02-04 14:00:00,2024-02-04 22:00:00,49.44,0.59,17,None,8.0,0,0.9646,0.0118
1674,325,15,29,2023-12-16,2023-12-16 14:00:00,2023-12-16 22:00:00,45.54,2.55,1,Quality hold pending inspection.,8.0,0,0.9979,0.053
1675,234,14,10,2025-07-15,2025-07-15 14:00:00,2025-07-15 22:00:00,26.1,0.04,3,Unscheduled machine downtime.,8.0,0,0.9938,0.0015
1676,455,13,52,2025-09-02,2025-09-02 22:00:00,2025-09-03 06:00:00,137.76,2.91,89,Unscheduled machine downtime.,8.0,1,0.8146,0.0207
1677,242,22,66,2025-06-27,2025-06-27 22:00:00,2025-06-28 06:00:00,142.97,3.2,6,Operator changeover mid-shift.,8.0,0,0.9875,0.0219
1678,267,15,24,2025-08-04,2025-08-04 14:00:00,2025-08-04 22:00:00,50.01,0.62,5,Unscheduled machine downtime.,8.0,0,0.9896,0.0122
1679,244,15,29,2023-02-16,2023-02-16 14:00:00,2023-02-16 22:00:00,41.89,0.5,17,Quality hold pending inspection.,8.0,0,0.9646,0.0118
1680,358,17,14,2025-12-02,2025-12-02 06:00:00,2025-12-02 14:00:00,108.32,0.37,18,Material shortage caused brief stoppage.,8.0,0,0.9625,0.0034
1681,76,7,11,2024-11-21,2024-11-21 22:00:00,2024-11-22 06:00:00,77.77,0.82,217,Operator changeover mid-shift.,8.0,1,0.5479,0.0104
1682,374,27,24,2023-09-05,2023-09-05 22:00:00,2023-09-06 06:00:00,15.43,1.34,1,None,8.0,0,0.9979,0.0799
1683,50,32,47,2024-10-04,2024-10-04 06:00:00,2024-10-04 14:00:00,123.41,2.58,10,Operator changeover mid-shift.,8.0,0,0.9792,0.0205
1684,145,12,5,2023-07-23,2023-07-23 14:00:00,2023-07-23 22:00:00,120.5,1.55,2,Operator changeover mid-shift.,8.0,0,0.9958,0.0127
1685,255,11,26,2024-06-19,2024-06-19 14:00:00,2024-06-19 22:00:00,119.5,3.0,0,Material shortage caused brief stoppage.,8.0,0,1.0,0.0245
1686,79,33,23,2023-08-28,2023-08-28 06:00:00,2023-08-28 14:00:00,70.8,2.12,15,Operator changeover mid-shift.,8.0,0,0.9688,0.0291
1687,491,24,37,2025-07-07,2025-07-07 22:00:00,2025-07-08 06:00:00,11.47,0.29,41,None,8.0,1,0.9146,0.0247
1688,32,2,29,2024-11-05,2024-11-05 22:00:00,2024-11-06 06:00:00,9.15,0.23,7,None,8.0,0,0.9854,0.0245
1689,52,9,33,2024-04-09,2024-04-09 22:00:00,2024-04-10 06:00:00,27.68,0.73,210,Material shortage caused brief stoppage.,8.0,1,0.5625,0.0257
1690,207,4,22,2023-05-12,2023-05-12 06:00:00,2023-05-12 14:00:00,60.57,1.58,31,Quality hold pending inspection.,8.0,1,0.9354,0.0254
1691,117,22,76,2025-08-01,2025-08-01 22:00:00,2025-08-02 06:00:00,78.41,0.43,231,None,8.0,1,0.5188,0.0055
1692,407,3,26,2024-07-17,2024-07-17 14:00:00,2024-07-17 22:00:00,93.52,0.54,216,Minor tooling adjustment required.,8.0,1,0.55,0.0057
1693,410,15,20,2023-03-07,2023-03-07 06:00:00,2023-03-07 14:00:00,138.93,1.85,12,Minor tooling adjustment required.,8.0,0,0.975,0.0131
1694,428,3,53,2025-11-30,2025-11-30 22:00:00,2025-12-01 06:00:00,146.63,3.7,4,Material shortage caused brief stoppage.,8.0,0,0.9917,0.0246
1695,418,21,12,2024-03-26,2024-03-26 06:00:00,2024-03-26 14:00:00,73.57,1.41,8,Unscheduled machine downtime.,8.0,0,0.9833,0.0188
1696,198,24,16,2024-07-20,2024-07-20 06:00:00,2024-07-20 14:00:00,27.04,3.1,8,Minor tooling adjustment required.,8.0,0,0.9833,0.1029
1697,1,20,73,2024-07-03,2024-07-03 22:00:00,2024-07-04 06:00:00,79.52,15.65,19,None,8.0,0,0.9604,0.1644
1698,376,13,25,2023-05-01,2023-05-01 06:00:00,2023-05-01 14:00:00,43.36,0.95,16,None,8.0,0,0.9667,0.0214
1699,105,10,22,2023-03-30,2023-03-30 14:00:00,2023-03-30 22:00:00,127.81,13.36,12,Unscheduled machine downtime.,8.0,0,0.975,0.0946
1700,360,11,38,2025-01-25,2025-01-25 22:00:00,2025-01-26 06:00:00,73.73,2.12,8,Minor tooling adjustment required.,8.0,0,0.9833,0.0279
1701,65,22,2,2024-09-27,2024-09-27 14:00:00,2024-09-27 22:00:00,11.59,0.19,3,Material shortage caused brief stoppage.,8.0,0,0.9938,0.0161
1702,360,19,47,2025-01-21,2025-01-21 14:00:00,2025-01-21 22:00:00,40.89,0.19,3,Unscheduled machine downtime.,8.0,0,0.9938,0.0046
1703,216,1,28,2023-03-12,2023-03-12 22:00:00,2023-03-13 06:00:00,140.65,2.23,83,Minor tooling adjustment required.,8.0,1,0.8271,0.0156
1704,205,21,32,2023-12-23,2023-12-23 14:00:00,2023-12-23 22:00:00,140.3,9.75,14,None,8.0,0,0.9708,0.065
1705,327,16,39,2025-07-15,2025-07-15 14:00:00,2025-07-15 22:00:00,129.67,2.27,10,Quality hold pending inspection.,8.0,0,0.9792,0.0172
1706,303,19,32,2023-12-16,2023-12-16 14:00:00,2023-12-16 22:00:00,100.05,2.92,75,None,8.0,1,0.8438,0.0284
1707,244,25,8,2023-02-13,2023-02-13 06:00:00,2023-02-13 14:00:00,100.42,2.2,16,Material shortage caused brief stoppage.,8.0,0,0.9667,0.0214
1708,440,28,16,2024-06-04,2024-06-04 06:00:00,2024-06-04 14:00:00,73.38,2.16,15,None,8.0,0,0.9688,0.0286
1709,79,1,35,2023-08-15,2023-08-15 14:00:00,2023-08-15 22:00:00,46.17,0.93,12,Minor tooling adjustment required.,8.0,0,0.975,0.0197
1710,243,2,72,2024-11-19,2024-11-19 14:00:00,2024-11-19 22:00:00,36.55,0.01,2,Material shortage caused brief stoppage.,8.0,0,0.9958,0.0003
1711,103,9,33,2024-08-27,2024-08-27 14:00:00,2024-08-27 22:00:00,35.67,3.4,15,None,8.0,0,0.9688,0.087
1712,333,3,79,2025-11-03,2025-11-03 14:00:00,2025-11-03 22:00:00,124.98,2.83,8,Quality hold pending inspection.,8.0,0,0.9833,0.0221
1713,282,35,13,2025-11-06,2025-11-06 14:00:00,2025-11-06 22:00:00,90.87,1.7,116,Quality hold pending inspection.,8.0,1,0.7583,0.0184
1714,352,27,37,2025-08-23,2025-08-23 22:00:00,2025-08-24 06:00:00,145.53,2.49,6,None,8.0,0,0.9875,0.0168
1715,28,32,33,2025-10-29,2025-10-29 22:00:00,2025-10-30 06:00:00,85.27,0.89,15,Minor tooling adjustment required.,8.0,0,0.9688,0.0103
1716,240,30,61,2023-07-14,2023-07-14 06:00:00,2023-07-14 14:00:00,35.61,0.2,4,Quality hold pending inspection.,8.0,0,0.9917,0.0056
1717,261,24,16,2024-04-04,2024-04-04 06:00:00,2024-04-04 14:00:00,125.65,3.48,111,None,8.0,1,0.7688,0.0269
1718,359,22,65,2023-07-09,2023-07-09 14:00:00,2023-07-09 22:00:00,11.2,0.33,76,Quality hold pending inspection.,8.0,1,0.8417,0.0286
1719,287,26,62,2023-01-28,2023-01-28 06:00:00,2023-01-28 14:00:00,93.63,0.47,6,Material shortage caused brief stoppage.,8.0,0,0.9875,0.005
1720,341,22,28,2024-01-22,2024-01-22 14:00:00,2024-01-22 22:00:00,23.96,0.59,10,None,8.0,0,0.9792,0.024
1721,197,31,6,2024-08-09,2024-08-09 14:00:00,2024-08-09 22:00:00,42.1,0.65,15,Operator changeover mid-shift.,8.0,0,0.9688,0.0152
1722,382,24,45,2023-02-07,2023-02-07 22:00:00,2023-02-08 06:00:00,75.99,6.47,11,None,8.0,0,0.9771,0.0785
1723,173,16,20,2025-06-08,2025-06-08 06:00:00,2025-06-08 14:00:00,64.04,1.56,8,None,8.0,0,0.9833,0.0238
1724,452,30,43,2023-03-01,2023-03-01 14:00:00,2023-03-01 22:00:00,65.26,10.06,13,Minor tooling adjustment required.,8.0,0,0.9729,0.1336
1725,406,26,72,2023-06-23,2023-06-23 14:00:00,2023-06-23 22:00:00,27.56,0.69,14,None,8.0,0,0.9708,0.0244
1726,84,20,53,2025-07-17,2025-07-17 22:00:00,2025-07-18 06:00:00,6.69,0.06,5,None,8.0,0,0.9896,0.0089
1727,355,21,35,2024-10-06,2024-10-06 14:00:00,2024-10-06 22:00:00,130.09,25.79,5,Unscheduled machine downtime.,8.0,0,0.9896,0.1654
1728,438,32,44,2023-06-10,2023-06-10 06:00:00,2023-06-10 14:00:00,124.03,3.67,7,Unscheduled machine downtime.,8.0,0,0.9854,0.0287
1729,400,14,74,2025-04-07,2025-04-07 22:00:00,2025-04-08 06:00:00,79.01,2.16,16,None,8.0,0,0.9667,0.0266
1730,48,2,76,2023-09-07,2023-09-07 14:00:00,2023-09-07 22:00:00,57.58,7.47,7,Unscheduled machine downtime.,8.0,0,0.9854,0.1148
1731,327,9,78,2025-07-16,2025-07-16 14:00:00,2025-07-16 22:00:00,141.22,3.54,1,Unscheduled machine downtime.,8.0,0,0.9979,0.0245
1732,498,14,1,2024-08-14,2024-08-14 06:00:00,2024-08-14 14:00:00,88.48,14.39,8,Unscheduled machine downtime.,8.0,0,0.9833,0.1399
1733,165,15,53,2024-12-10,2024-12-10 14:00:00,2024-12-10 22:00:00,22.02,0.36,18,Material shortage caused brief stoppage.,8.0,0,0.9625,0.0161
1734,495,31,40,2025-11-21,2025-11-21 06:00:00,2025-11-21 14:00:00,25.34,0.4,2,Quality hold pending inspection.,8.0,0,0.9958,0.0155
1735,297,33,61,2025-11-21,2025-11-21 22:00:00,2025-11-22 06:00:00,108.94,0.7,0,Operator changeover mid-shift.,8.0,0,1.0,0.0064
1736,277,33,35,2023-09-16,2023-09-16 06:00:00,2023-09-16 14:00:00,142.1,18.37,1,None,8.0,0,0.9979,0.1145
1737,220,24,57,2023-06-10,2023-06-10 06:00:00,2023-06-10 14:00:00,80.11,0.42,3,Operator changeover mid-shift.,8.0,0,0.9938,0.0052
1738,382,20,72,2023-02-18,2023-02-18 06:00:00,2023-02-18 14:00:00,132.02,2.11,10,None,8.0,0,0.9792,0.0157
1739,204,14,44,2025-11-30,2025-11-30 22:00:00,2025-12-01 06:00:00,135.03,1.79,4,None,8.0,0,0.9917,0.0131
1740,412,27,19,2025-01-07,2025-01-07 22:00:00,2025-01-08 06:00:00,113.46,2.02,16,Operator changeover mid-shift.,8.0,0,0.9667,0.0175
1741,402,4,74,2023-04-25,2023-04-25 14:00:00,2023-04-25 22:00:00,29.65,0.56,2,Minor tooling adjustment required.,8.0,0,0.9958,0.0185
1742,364,30,49,2024-12-23,2024-12-23 14:00:00,2024-12-23 22:00:00,73.73,0.01,10,Operator changeover mid-shift.,8.0,0,0.9792,0.0001
1743,54,4,4,2025-09-21,2025-09-21 06:00:00,2025-09-21 14:00:00,72.27,0.53,17,None,8.0,0,0.9646,0.0073
1744,117,16,78,2025-07-29,2025-07-29 06:00:00,2025-07-29 14:00:00,15.65,0.23,2,None,8.0,0,0.9958,0.0145
1745,83,18,41,2023-11-10,2023-11-10 06:00:00,2023-11-10 14:00:00,44.51,0.41,18,None,8.0,0,0.9625,0.0091
1746,40,9,37,2025-12-04,2025-12-04 14:00:00,2025-12-04 22:00:00,66.03,0.77,211,Material shortage caused brief stoppage.,8.0,1,0.5604,0.0115
1747,435,2,80,2025-09-19,2025-09-19 06:00:00,2025-09-19 14:00:00,61.58,1.66,147,None,8.0,1,0.6938,0.0262
1748,117,20,59,2025-07-25,2025-07-25 06:00:00,2025-07-25 14:00:00,102.86,0.67,0,None,8.0,0,1.0,0.0065
1749,155,15,7,2023-06-26,2023-06-26 14:00:00,2023-06-26 22:00:00,16.71,0.07,0,Unscheduled machine downtime.,8.0,0,1.0,0.0042
1750,205,2,41,2023-12-25,2023-12-25 14:00:00,2023-12-25 22:00:00,8.82,0.26,62,None,8.0,1,0.8708,0.0286
1751,288,4,4,2023-06-06,2023-06-06 06:00:00,2023-06-06 14:00:00,11.51,0.04,15,Operator changeover mid-shift.,8.0,0,0.9688,0.0035
1752,239,33,37,2023-03-04,2023-03-04 06:00:00,2023-03-04 14:00:00,68.86,0.31,83,Operator changeover mid-shift.,8.0,1,0.8271,0.0045
1753,103,22,44,2024-08-29,2024-08-29 14:00:00,2024-08-29 22:00:00,42.05,0.75,97,Operator changeover mid-shift.,8.0,1,0.7979,0.0175
1754,130,26,1,2023-03-29,2023-03-29 06:00:00,2023-03-29 14:00:00,87.58,1.19,9,None,8.0,0,0.9812,0.0134
1755,478,30,1,2024-04-11,2024-04-11 14:00:00,2024-04-11 22:00:00,97.93,2.08,3,None,8.0,0,0.9938,0.0208
1756,422,1,65,2023-07-12,2023-07-12 06:00:00,2023-07-12 14:00:00,90.93,1.25,14,None,8.0,0,0.9708,0.0136
1757,430,30,77,2023-11-08,2023-11-08 14:00:00,2023-11-08 22:00:00,94.16,2.04,3,Material shortage caused brief stoppage.,8.0,0,0.9938,0.0212
1758,298,23,12,2025-09-16,2025-09-16 06:00:00,2025-09-16 14:00:00,115.91,3.41,0,Unscheduled machine downtime.,8.0,0,1.0,0.0286
1759,267,33,17,2025-08-03,2025-08-03 22:00:00,2025-08-04 06:00:00,148.66,9.42,13,Unscheduled machine downtime.,8.0,0,0.9729,0.0596
1760,260,5,24,2023-12-29,2023-12-29 22:00:00,2023-12-30 06:00:00,115.75,0.57,10,None,8.0,0,0.9792,0.0049
1761,387,12,60,2025-05-17,2025-05-17 22:00:00,2025-05-18 06:00:00,72.41,1.2,0,None,8.0,0,1.0,0.0163
1762,168,8,10,2024-12-11,2024-12-11 22:00:00,2024-12-12 06:00:00,96.69,16.36,8,Material shortage caused brief stoppage.,8.0,0,0.9833,0.1447
1763,55,22,5,2024-09-01,2024-09-01 22:00:00,2024-09-02 06:00:00,91.61,0.33,10,Operator changeover mid-shift.,8.0,0,0.9792,0.0036
1764,180,7,30,2023-11-22,2023-11-22 06:00:00,2023-11-22 14:00:00,117.12,1.54,113,None,8.0,1,0.7646,0.013
1765,276,24,18,2024-07-20,2024-07-20 14:00:00,2024-07-20 22:00:00,124.68,2.68,4,Quality hold pending inspection.,8.0,0,0.9917,0.021
1766,136,26,53,2024-11-21,2024-11-21 22:00:00,2024-11-22 06:00:00,62.6,4.96,13,Quality hold pending inspection.,8.0,0,0.9729,0.0734
1767,240,3,23,2023-07-09,2023-07-09 22:00:00,2023-07-10 06:00:00,148.58,3.39,162,Minor tooling adjustment required.,8.0,1,0.6625,0.0223
1768,500,25,72,2023-10-18,2023-10-18 22:00:00,2023-10-19 06:00:00,74.97,0.98,0,None,8.0,0,1.0,0.0129
1769,283,34,8,2025-03-26,2025-03-26 14:00:00,2025-03-26 22:00:00,122.25,1.28,178,Quality hold pending inspection.,8.0,1,0.6292,0.0104
1770,13,20,63,2023-07-05,2023-07-05 22:00:00,2023-07-06 06:00:00,77.8,4.85,3,None,8.0,0,0.9938,0.0587
1771,465,6,64,2025-11-12,2025-11-12 06:00:00,2025-11-12 14:00:00,113.16,2.46,14,Quality hold pending inspection.,8.0,0,0.9708,0.0213
